player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Baker Mayfield,46518,QB,TB,1,87.5,32,32,9.0,2.83,0,1,3.0,84.4,27,0,8,3.6,36,1,17,30,78.7,90.8,90.5,58.3,0,0,38,0,25.0,153.0,5.6,2,1,0,0,5,0,0.0,359,11.2
Mason Rudolph,46569,QB,TEN,1,70.4,27,31,9.1,2.94,0,1,2.9,61.3,19,0,18,0.0,39,0,13,31,26.9,66.0,64.6,68.9,2,1,42,1,16.7,76.4,7.7,3,4,0,2,1,1,2.4,193,6.2
C.J. Stroud,129759,QB,HST,1,66.7,27,31,10.3,3.18,0,0,0.0,54.8,17,0,14,5.6,37,1,7,13,78.9,52.6,50.2,65.9,2,1,39,0,35.7,59.2,13.5,5,1,0,2,0,1,2.6,185,6.0
Bo Nix,97790,QB,DEN,1,80.0,30,31,8.0,3.24,1,2,6.5,77.4,24,0,9,0.0,39,0,12,10,79.1,71.4,68.3,67.8,0,1,39,0,22.2,114.9,5.1,2,6,0,0,3,1,2.6,219,7.1
Jordan Love,40306,QB,GB,1,71.4,28,30,9.8,2.71,0,0,0.0,63.3,19,0,12,5.0,35,1,11,12,78.7,72.3,72.5,56.8,1,0,38,0,25.0,91.7,8.6,3,1,0,1,1,0,0.0,185,6.2
Cooper Rush,12324,QB,DAL,1,59.3,27,28,9.4,2.3,1,2,6.9,53.6,15,0,5,6.3,30,1,7,9,78.0,51.3,49.3,62.6,0,2,32,0,20.0,50.7,3.3,1,0,0,0,1,2,6.3,147,5.3
Bryce Young,123943,QB,CAR,1,77.3,22,28,14.5,3.07,0,3,10.3,53.6,15,0,23,11.8,35,2,11,5,34.3,80.3,78.7,62.9,0,0,36,0,21.7,100.7,14.3,5,2,0,6,2,0,0.0,203,7.3
Caleb Williams,144622,QB,CHI,1,72.0,25,28,6.4,2.94,1,2,6.5,57.1,16,0,22,11.1,40,2,8,6,79.7,59.1,54.0,73.1,0,1,43,0,31.8,53.0,17.5,7,3,0,2,0,2,4.7,122,4.4
Josh Allen,46601,QB,BUF,1,75.0,24,27,8.8,2.93,0,3,8.8,59.3,16,0,12,11.1,28,2,8,4,79.3,91.2,85.7,84.4,1,0,36,0,0.0,104.2,0.0,0,1,0,2,2,0,0.0,182,6.7
Tyler Huntley,46448,QB,MIA,1,95.8,24,26,5.8,2.46,0,0,0.0,84.6,22,0,12,4.3,37,1,15,17,79.3,87.4,83.6,73.2,0,0,40,0,33.3,115.5,10.8,4,5,1,1,1,0,0.0,225,8.7
Drew Lock,39517,QB,NYG,1,81.8,22,23,8.5,2.81,0,1,4.0,73.9,17,0,7,5.6,24,1,11,21,77.7,78.3,75.8,65.9,0,0,26,0,0.0,155.3,0.0,0,1,0,1,4,0,0.0,309,13.4
Geno Smith,7820,QB,SEA,1,81.0,21,23,3.6,3.03,1,0,0.0,73.9,17,0,11,0.0,28,0,8,29,19.1,45.1,42.9,62.4,1,0,28,0,27.3,92.7,10.7,3,2,0,0,0,3,10.7,160,7.0
Drake Maye,143969,QB,NE,1,66.7,18,22,10.1,2.78,1,1,3.7,54.5,12,0,15,0.0,31,0,5,19,27.7,52.2,58.2,44.4,2,0,36,0,26.7,84.8,12.9,4,5,0,1,1,1,2.8,117,5.3
Mac Jones,60323,QB,JAX,1,71.4,21,22,6.7,2.67,0,2,9.1,68.2,15,0,5,0.0,26,0,10,15,77.7,80.8,77.9,75.2,0,0,26,2,40.0,122.2,7.7,2,2,0,1,2,0,0.0,174,7.9
Aaron Rodgers,2241,QB,NYJ,1,76.5,17,18,4.7,2.49,0,0,0.0,66.7,12,0,8,7.7,23,1,3,22,76.3,46.1,49.1,,0,2,25,2,50.0,44.0,17.4,4,0,0,1,0,1,4.0,112,6.2
Lamar Jackson,46416,QB,BLT,1,76.9,13,15,9.5,3.61,0,3,18.8,66.7,10,0,7,0.0,17,0,7,3,75.7,92.4,84.3,90.2,1,0,18,0,14.3,143.9,5.9,1,1,0,1,2,0,0.0,168,11.2
Kenny Pickett,60515,QB,PHI,1,76.9,13,15,9.9,2.5,1,3,17.6,66.7,10,0,3,0.0,16,0,4,24,76.0,77.7,72.7,71.8,0,0,19,0,0.0,119.6,0.0,0,0,0,1,1,1,5.3,143,9.5
Tyrod Taylor,6332,QB,NYJ,1,84.6,13,14,4.8,2.74,0,0,0.0,78.6,11,0,5,0.0,15,0,6,22,22.5,75.9,86.2,39.6,0,0,17,0,0.0,131.0,0.0,0,1,0,1,2,0,0.0,83,5.9
Joshua Dobbs,11890,QB,SF,1,75.0,4,4,10.8,3.06,0,0,0.0,75.0,3,0,1,0.0,5,0,3,28,68.0,80.0,73.9,64.4,0,0,5,0,0.0,101.0,0.0,0,1,0,0,0,0,0.0,35,8.8
Tanner McKee,131770,QB,PHI,1,75.0,4,4,15.3,1.8,0,1,25.0,75.0,3,0,1,0.0,4,0,2,24,69.5,89.7,90.1,60.0,0,0,4,0,0.0,156.3,0.0,0,0,0,0,2,0,0.0,54,13.5
Jacoby Brissett,10725,QB,NE,1,50.0,2,2,-0.5,1.95,0,0,0.0,50.0,1,0,0,0.0,2,0,0,19,63.6,54.6,54.5,,0,0,2,0,,56.3,0.0,0,0,0,0,0,0,0.0,-2,-1.0
Taylor Heinicke,9896,QB,LAC,1,50.0,2,2,6.5,3.43,0,0,0.0,0.0,0,0,0,100.0,3,1,1,27,65.5,80.8,72.9,64.4,0,0,3,0,,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Josh Johnson,4474,QB,BLT,1,50.0,2,2,27.0,2.75,0,0,0.0,50.0,1,0,0,0.0,2,0,1,3,63.6,71.5,70.2,,0,0,2,0,,77.1,0.0,0,0,0,0,0,0,0.0,16,8.0
Mitch Trubisky,11757,QB,BUF,1,100.0,1,1,-3.0,0.9,0,0,0.0,100.0,1,0,0,0.0,1,0,1,4,66.7,62.1,60.4,60.0,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,69,69.0
Trey Lance,91399,QB,DAL,1,100.0,1,1,1.0,6.05,0,0,0.0,100.0,1,0,2,0.0,2,0,0,9,63.6,52.4,60.1,55.7,0,0,2,0,0.0,79.2,0.0,0,1,0,0,0,0,0.0,1,1.0
Davis Mills,52269,QB,HST,1,100.0,1,1,5.0,2.8,0,0,0.0,100.0,1,0,1,0.0,1,0,1,13,60.4,72.8,70.8,,0,0,1,0,0.0,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0
Ricky Pearsall,100660,WR,SF,1,,0,1,,5.75,0,0,0.0,0.0,0,0,2,,2,0,0,28,71.8,78.4,60.0,52.9,0,0,2,0,0.0,39.6,0.0,0,1,0,1,0,0,0.0,0,0.0
